Wall time,Step,Value
1714463391.230714,100,3.8235256671905518
1714463450.678943,200,3.7578771114349365
1714463511.07131,300,3.5709164142608643
1714463571.986631,400,3.4899258613586426
1714463633.120707,500,3.4092044830322266
1714463694.165414,600,3.273890972137451
1714463755.221771,700,3.3422229290008545
1714463816.211437,800,3.5089950561523438
1714463877.20799,900,3.292323350906372
1714463938.224113,1000,3.3484902381896973
1714464001.193474,1100,3.3152480125427246
1714464062.334656,1200,3.0644850730895996
1714464123.409902,1300,3.0474047660827637
1714464184.446332,1400,3.20487904548645
1714464245.48361,1500,3.0285959243774414
1714464306.603036,1600,3.1314163208007812
1714464367.80139,1700,2.9019668102264404
1714464428.990528,1800,2.9410178661346436
1714464490.069549,1900,3.100102186203003
1714464551.090197,2000,2.998746633529663
1714464614.268138,2100,2.9900941848754883
1714464675.305678,2200,2.9670562744140625
1714464736.543346,2300,2.938016653060913
1714464797.628242,2400,2.808422565460205
1714464858.584048,2500,2.963555335998535
1714464919.629119,2600,2.9192426204681396
1714464980.796716,2700,2.8339614868164062
1714465041.93926,2800,2.879429817199707
1714465102.977973,2900,2.8816311359405518
1714465163.985945,3000,2.8702356815338135
1714465227.117539,3100,2.8222222328186035
1714465288.082189,3200,2.96174693107605
1714465349.058019,3300,2.911302089691162
1714465410.089651,3400,2.7933003902435303
1714465471.201419,3500,2.834165573120117
1714465532.311251,3600,2.9183390140533447
1714465593.463865,3700,2.7406702041625977
1714465654.616799,3800,2.5853781700134277
1714465715.748328,3900,2.5802547931671143
1714465776.817955,4000,2.823192834854126
1714465840.245889,4100,2.654132127761841
1714465901.373615,4200,2.7181785106658936
1714465962.373871,4300,2.4996063709259033
1714466023.458895,4400,2.8324341773986816
1714466084.5573,4500,2.523756980895996
1714466145.624014,4600,2.3939990997314453
1714466206.694553,4700,2.7178757190704346
1714466267.790925,4800,2.6951208114624023
1714466328.828476,4900,2.427290439605713
1714466389.875945,5000,2.5549144744873047
1714466453.206054,5100,2.5918495655059814
1714466514.217334,5200,2.5383026599884033
1714466575.200697,5300,2.7425308227539062
1714466636.33831,5400,2.623349189758301
