Wall time,Step,Value
1715096020.313862,100,3.003628730773926
1715096126.697675,200,2.2184176445007324
1715096232.899377,300,1.9260934591293335
1715096338.964468,400,1.808058261871338
1715096445.573679,500,1.704904317855835
1715096552.541346,600,1.6272757053375244
1715096658.857356,700,1.5942466259002686
1715096764.471056,800,1.5090129375457764
1715096870.005663,900,1.4527535438537598
1715096975.628271,1000,1.458349585533142
1715097082.234903,1100,1.5384573936462402
1715097188.241026,1200,1.411463975906372
1715097294.502469,1300,1.3947169780731201
1715097400.919089,1400,1.354323387145996
1715097506.991467,1500,1.3431696891784668
1715097612.597821,1600,1.3470195531845093
1715097719.01202,1700,1.3084200620651245
1715097825.572513,1800,1.301137089729309
1715097931.573078,1900,1.3067904710769653
1715098037.574251,2000,1.265631914138794
1715098144.44165,2100,1.258103847503662
1715098250.667089,2200,1.2500123977661133
1715098352.128295,2300,1.2075482606887817
1715098457.211403,2400,1.193307876586914
1715098562.869391,2500,1.226062297821045
1715098669.038658,2600,1.2005583047866821
1715098774.971732,2700,1.1907423734664917
1715098880.960869,2800,1.1532626152038574
1715098986.736147,2900,1.1548120975494385
1715099092.392497,3000,1.1430044174194336
1715099197.835107,3100,1.140957236289978
1715099303.738224,3200,1.117910385131836
1715099409.849887,3300,1.10189688205719
1715099516.002272,3400,1.1302313804626465
1715099622.298677,3500,1.1092462539672852
1715099728.159466,3600,1.0759316682815552
1715099833.663848,3700,1.1373953819274902
1715099940.441426,3800,1.131217122077942
1715100047.644387,3900,1.0979598760604858
1715100155.305329,4000,1.1099928617477417
1715100263.245811,4100,1.1078357696533203
1715100370.965583,4200,1.100669264793396
1715100478.702824,4300,1.1218388080596924
1715100586.231139,4400,1.0568755865097046
1715100694.667515,4500,1.0801399946212769
1715100800.638873,4600,1.1108397245407104
1715100906.998138,4700,1.045747995376587
1715101011.244537,4800,1.0322037935256958
1715101115.586973,4900,1.0826185941696167
1715101219.6913,5000,1.0575461387634277
1715101324.871111,5100,1.044165015220642
1715101429.025625,5200,1.0515750646591187
1715101533.113407,5300,0.9981141686439514
1715101637.628589,5400,1.0277454853057861
1715101741.97146,5500,1.0135407447814941
1715101846.5199,5600,1.0171895027160645
1715101950.473531,5700,1.0064986944198608
1715102054.557076,5800,1.0798676013946533
1715102159.148908,5900,0.9938578605651855
1715102263.152278,6000,0.9804824590682983
1715102368.281011,6100,0.9843459129333496
1715102472.602774,6200,0.9723034501075745
1715102576.944182,6300,0.9848990440368652
1715102680.117915,6400,1.0042033195495605
1715102782.458972,6500,0.9696211218833923
1715102885.024859,6600,0.9632590413093567
1715102987.290636,6700,0.9863466620445251
1715103090.150805,6800,0.9634694457054138
1715103193.139242,6900,0.9686570167541504
1715103295.651398,7000,0.9957835674285889
1715103398.848336,7100,0.9520027041435242
1715103501.389347,7200,0.9671865105628967
1715103603.94138,7300,0.9882340431213379
1715103706.786984,7400,0.9451669454574585
1715103809.662173,7500,0.9609301686286926
1715103912.505558,7600,0.950846254825592
1715104015.295971,7700,0.8967702388763428
1715104117.631374,7800,0.9663050770759583
1715104220.116231,7900,0.9537575244903564
1715104323.001951,8000,0.9279820322990417
1715104426.324901,8100,0.9467936158180237
1715104529.673279,8200,0.9744431376457214
1715104633.2859,8300,0.9482389688491821
1715104737.159277,8400,0.8987269401550293
1715104841.397906,8500,0.9309738278388977
1715104945.309,8600,0.9179334044456482
1715105048.739695,8700,0.9068102240562439
1715105152.787916,8800,0.9423572421073914
1715105257.300875,8900,0.8692346811294556
1715105361.384083,9000,0.9522985816001892
1715105465.884567,9100,0.9731863141059875
1715105569.774682,9200,0.9238395094871521
1715105674.099497,9300,0.9247530102729797
1715105778.117077,9400,0.9454137682914734
1715105882.683061,9500,0.974712610244751
1715105987.953562,9600,0.9003119468688965
1715106093.329523,9700,0.8841793537139893
1715106198.774973,9800,0.8802016973495483
1715106304.180542,9900,0.8870893716812134
1715106410.069115,10000,0.9035747647285461
1715106516.255037,10100,0.8792689442634583
1715106621.750343,10200,0.901836633682251
1715106727.266101,10300,0.9168083667755127
1715106833.241156,10400,0.9061686992645264
1715106939.189002,10500,0.8875493407249451
1715107044.877211,10600,0.8799142241477966
1715107150.367479,10700,0.8717855215072632
1715107256.007793,10800,0.8911871910095215
1715107362.161608,10900,0.9040619730949402
1715107467.622949,11000,0.8777267336845398
1715107575.221075,11100,0.8696293830871582
1715107681.297694,11200,0.884848415851593
1715107787.605645,11300,0.8506628274917603
1715107893.782027,11400,0.8917942643165588
1715107999.884745,11500,0.8763781785964966
1715108106.276058,11600,0.8685289025306702
1715108212.550065,11700,0.8559461236000061
1715108319.022098,11800,0.8552102446556091
1715108425.73342,11900,0.8241225481033325
1715108532.447699,12000,0.8544448018074036
1715108639.889432,12100,0.8547171950340271
1715108746.113414,12200,0.8439764380455017
1715108852.134322,12300,0.8514730334281921
1715108958.772345,12400,0.8677265644073486
1715109065.400547,12500,0.8451052904129028
1715109171.680857,12600,0.850541889667511
1715109277.923051,12700,0.8776422142982483
1715109384.119357,12800,0.8329993486404419
1715109490.971958,12900,0.8501639366149902
1715109597.215201,13000,0.8414927124977112
1715109704.33969,13100,0.8337732553482056
1715109810.933695,13200,0.8735148906707764
1715109917.419962,13300,0.8653826713562012
1715110023.907393,13400,0.8554733395576477
1715110130.912891,13500,0.8578700423240662
1715110237.987902,13600,0.8643109798431396
1715110345.441546,13700,0.825833797454834
1715110451.84293,13800,0.8526124358177185
1715110558.817004,13900,0.8308668732643127
1715110666.438515,14000,0.8164899945259094
1715110774.512466,14100,0.807036280632019
1715110880.828845,14200,0.7842810153961182
1715110987.358106,14300,0.8122337460517883
1715111092.836816,14400,0.8609664440155029
1715111199.227113,14500,0.8225685954093933
1715111305.349062,14600,0.8265178203582764
1715111411.582175,14700,0.8465917110443115
1715111518.121715,14800,0.817990243434906
1715111624.744135,14900,0.8003259301185608
1715111731.279298,15000,0.8224998712539673
1715111838.838269,15100,0.8122433423995972
1715111945.429291,15200,0.7857799530029297
1715112052.428475,15300,0.8314420580863953
1715112159.235954,15400,0.7878245711326599
1715112265.913317,15500,0.8235315084457397
1715112372.586664,15600,0.853430986404419
1715112479.399643,15700,0.8253375887870789
1715112586.326191,15800,0.8056318759918213
1715112693.055027,15900,0.8222842216491699
1715112800.103826,16000,0.7815625667572021
1715112907.860923,16100,0.7760612368583679
1715113014.51802,16200,0.8190889954566956
1715113120.504421,16300,0.7811119556427002
1715113227.440811,16400,0.7844455242156982
1715113334.337325,16500,0.7766715884208679
1715113440.868344,16600,0.7614166736602783
1715113547.152376,16700,0.7714189291000366
1715113653.999151,16800,0.8308598399162292
1715113760.908033,16900,0.7998031377792358
1715113866.132907,17000,0.7984726428985596
1715113972.03576,17100,0.8061126470565796
1715114076.26513,17200,0.7589012980461121
1715114180.41659,17300,0.7762104868888855
1715114284.802333,17400,0.7934662103652954
1715114388.97591,17500,0.7571084499359131
1715114493.509382,17600,0.7842434048652649
1715114598.307466,17700,0.7875139117240906
1715114702.754373,17800,0.7541228532791138
1715114806.988507,17900,0.7704316973686218
1715114911.333288,18000,0.8202038407325745
1715115016.88596,18100,0.75835120677948
1715115121.289817,18200,0.7946736812591553
1715115225.38773,18300,0.7960183620452881
1715115329.883283,18400,0.7572378516197205
1715115434.306809,18500,0.7648746967315674
1715115538.962132,18600,0.7972588539123535
1715115642.807773,18700,0.77238929271698
1715115747.460109,18800,0.7534496188163757
1715115852.009201,18900,0.7746225595474243
1715115956.036555,19000,0.7497848272323608
1715116059.880107,19100,0.7444518208503723
1715116162.130466,19200,0.7710864543914795
1715116264.556844,19300,0.7568695545196533
1715116366.8874,19400,0.7546283006668091
1715116469.304763,19500,0.7640626430511475
1715116571.742376,19600,0.74559485912323
1715116674.408406,19700,0.7689554691314697
1715116777.43069,19800,0.7817419171333313
1715116880.455782,19900,0.7691060900688171
1715116983.761632,20000,0.7748171091079712
1715117088.347775,20100,0.7731512188911438
1715117191.050146,20200,0.7410979270935059
1715117294.106695,20300,0.7654939889907837
1715117397.488875,20400,0.7744609117507935
1715117500.335788,20500,0.7502471804618835
1715117603.078265,20600,0.7454968094825745
1715117705.489323,20700,0.7621225714683533
1715117807.765839,20800,0.7194742560386658
1715117910.118729,20900,0.730332612991333
1715118012.863931,21000,0.7482428550720215
1715118116.653148,21100,0.736234724521637
1715118219.942977,21200,0.7408080101013184
1715118323.549539,21300,0.7448340058326721
1715118426.280857,21400,0.734555721282959
1715118529.665476,21500,0.7614081501960754
1715118633.234434,21600,0.7838354706764221
1715118737.142799,21700,0.7379884123802185
1715118840.878885,21800,0.7235602736473083
1715118944.44973,21900,0.7315771579742432
1715119048.061697,22000,0.7182296514511108
1715119153.140101,22100,0.7519509196281433
1715119257.119209,22200,0.7546305060386658
1715119361.942049,22300,0.7427934408187866
1715119465.740195,22400,0.7534286975860596
1715119571.238787,22500,0.7478553652763367
1715119676.426892,22600,0.7247998714447021
1715119781.875777,22700,0.7260763645172119
1715119887.15207,22800,0.753957986831665
1715119992.453911,22900,0.7352756261825562
1715120097.658713,23000,0.7008097171783447
1715120203.836741,23100,0.713249146938324
1715120308.959363,23200,0.6919296979904175
1715120414.390341,23300,0.7040777802467346
