Wall time,Step,Value
1714786766.231619,100,3.0284740924835205
1714786907.401256,200,2.1572442054748535
1714787047.384716,300,1.928564429283142
1714787189.369134,400,1.787443995475769
1714787330.182116,500,1.6705093383789062
1714787470.144767,600,1.6855721473693848
1714787612.149138,700,1.640154242515564
1714787753.46452,800,1.5488454103469849
1714787894.535789,900,1.5076782703399658
1714788037.06082,1000,1.4724531173706055
1714788178.317667,1100,1.4590809345245361
1714788318.315443,1200,1.3784430027008057
1714788457.830126,1300,1.3627634048461914
1714788597.971535,1400,1.4080536365509033
1714788737.275906,1500,1.3736552000045776
1714788881.03133,1600,1.3987956047058105
1714789020.042757,1700,1.369911789894104
1714789160.50143,1800,1.3360775709152222
1714789301.707396,1900,1.3587238788604736
1714789442.932275,2000,1.283963680267334
1714789582.067182,2100,1.291418194770813
1714789723.316253,2200,1.2711421251296997
1714789863.986271,2300,1.2754749059677124
1714790005.073739,2400,1.2809853553771973
1714790146.998236,2500,1.2691090106964111
1714790287.148878,2600,1.2507257461547852
1714790427.95477,2700,1.2163358926773071
1714790569.01066,2800,1.2369171380996704
1714790710.223693,2900,1.2418838739395142
1714790849.482862,3000,1.198563814163208
1714790990.344144,3100,1.2163468599319458
1714791129.873677,3200,1.1986995935440063
1714791268.905406,3300,1.1477439403533936
1714791409.129145,3400,1.1501569747924805
1714791549.361024,3500,1.1461818218231201
1714791689.945827,3600,1.166822910308838
1714791831.098146,3700,1.1859595775604248
1714791971.717076,3800,1.1770341396331787
1714792112.320342,3900,1.1225813627243042
1714792254.911549,4000,1.1477922201156616
1714792393.868803,4100,1.1279292106628418
1714792533.389894,4200,1.1124037504196167
1714792674.329358,4300,1.1188721656799316
1714792814.794609,4400,1.1611167192459106
1714792955.781531,4500,1.1088730096817017
1714793096.079478,4600,1.1126328706741333
1714793236.146428,4700,1.165431261062622
1714793376.491239,4800,1.1012916564941406
1714793517.909743,4900,1.1252357959747314
1714793659.064905,5000,1.1169108152389526
1714793799.525709,5100,1.0777995586395264
1714793940.053239,5200,1.0887295007705688
1714794080.379797,5300,1.1071887016296387
1714794221.887221,5400,1.061166524887085
1714794362.22019,5500,1.0711338520050049
1714794502.967216,5600,1.0717835426330566
1714794643.817271,5700,1.0652788877487183
1714794784.467122,5800,1.068977952003479
1714794926.161289,5900,1.0716204643249512
1714795067.46821,6000,1.0536715984344482
1714795209.689182,6100,1.0885521173477173
1714795347.665258,6200,1.0548971891403198
1714795488.45936,6300,1.0355327129364014
1714795630.109733,6400,1.0314364433288574
1714795770.620956,6500,1.0289405584335327
1714795912.430661,6600,1.0302451848983765
1714796054.931292,6700,1.0257819890975952
1714796196.204722,6800,1.0341041088104248
1714796337.190398,6900,1.0378119945526123
1714796479.975978,7000,1.0563323497772217
1714796620.160786,7100,1.0148935317993164
1714796761.08556,7200,1.0464309453964233
1714796904.567739,7300,1.0476677417755127
1714797045.757654,7400,1.0798605680465698
1714797187.242188,7500,1.0323628187179565
1714797328.611003,7600,1.0127511024475098
1714797470.428705,7700,1.0354599952697754
1714797611.729828,7800,0.9824559092521667
1714797752.952296,7900,0.9726196527481079
1714797893.304008,8000,0.9584227204322815
1714798035.096951,8100,1.024193525314331
1714798176.684602,8200,0.9956294894218445
1714798317.255668,8300,1.0757746696472168
1714798459.281396,8400,1.0028868913650513
1714798601.067386,8500,0.9826271533966064
1714798742.800099,8600,0.9574037194252014
1714798884.979153,8700,1.0164761543273926
1714799028.069867,8800,1.01089346408844
1714799169.382514,8900,1.0629786252975464
1714799310.171027,9000,0.9495017528533936
1714799450.987164,9100,0.9627461433410645
1714799591.486793,9200,0.9635897278785706
1714799734.655198,9300,1.0124050378799438
1714799877.500995,9400,1.01346755027771
1714800017.728012,9500,0.9919800758361816
1714800159.606772,9600,0.9827654361724854
1714800300.285374,9700,0.9651520252227783
1714800441.477343,9800,0.9743031859397888
1714800583.234044,9900,0.9429048299789429
1714800724.279291,10000,0.9355352520942688
1714800865.352787,10100,0.9477197527885437
1714801008.171801,10200,0.970600962638855
1714801150.892162,10300,0.9631266593933105
1714801290.572982,10400,0.979233980178833
1714801432.978682,10500,0.9921118021011353
1714801573.082852,10600,0.9133415818214417
1714801712.283942,10700,0.9548476338386536
1714801854.67736,10800,0.9674006700515747
1714801996.649957,10900,0.9705162048339844
1714802136.131033,11000,0.942801833152771
1714802277.905063,11100,0.9597931504249573
1714802420.237134,11200,0.9392567276954651
1714802559.425833,11300,0.9212973713874817
1714802700.378801,11400,0.9488107562065125
1714802840.59102,11500,0.9268622398376465
1714802979.732647,11600,0.9284707903862
1714803122.203129,11700,0.9489279389381409
1714803263.184022,11800,0.9299417734146118
1714803402.578448,11900,0.9273055195808411
1714803543.706295,12000,0.9463517665863037
1714803684.246521,12100,0.9196413159370422
1714803824.015142,12200,0.8982102274894714
1714803966.379819,12300,0.9172128438949585
1714804107.690903,12400,0.9273799657821655
1714804247.607904,12500,0.9142439365386963
1714804388.782525,12600,0.914202868938446
1714804528.748108,12700,0.9203055500984192
1714804668.609665,12800,0.9135820269584656
1714804810.453121,12900,0.9262931942939758
1714804949.044564,13000,0.9167396426200867
1714805088.313195,13100,0.8979864716529846
1714805229.612467,13200,0.9045438170433044
1714805369.52575,13300,0.8978426456451416
1714805509.162661,13400,0.8945479393005371
1714805650.986409,13500,0.8985195159912109
1714805791.470314,13600,0.8977789878845215
1714805931.114717,13700,0.8940687775611877
1714806070.196052,13800,0.9125045537948608
1714806210.323341,13900,0.9159870147705078
1714806349.541461,14000,0.8858193159103394
1714806490.281301,14100,0.922751784324646
1714806630.514705,14200,0.9103213548660278
1714806770.268611,14300,0.8537992238998413
1714806909.573462,14400,0.8549777269363403
1714807047.666195,14500,0.896060049533844
1714807186.161987,14600,0.8815780878067017
1714807327.643951,14700,0.9193968176841736
1714807468.74361,14800,0.9244570136070251
1714807608.478284,14900,0.9212404489517212
1714807749.147268,15000,0.9317604303359985
1714807889.300054,15100,0.9250745177268982
1714808027.344137,15200,0.8578971028327942
1714808167.08761,15300,0.899028480052948
1714808306.317784,15400,0.8810189962387085
1714808446.819792,15500,0.8663981556892395
1714808586.798344,15600,0.9003447890281677
1714808725.342517,15700,0.8811955451965332
1714808864.274097,15800,0.8496200442314148
1714809005.011091,15900,0.8893052935600281
1714809144.405173,16000,0.9401966333389282
1714809283.297781,16100,0.8752802014350891
1714809423.725423,16200,0.8655076026916504
1714809562.357899,16300,0.858784019947052
1714809702.248679,16400,0.8638989925384521
1714809842.029726,16500,0.8878821730613708
1714809982.312524,16600,0.8746394515037537
